Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
8729,05/29/13,4285,F,S,Y,1,$30K - $50K,Merida,Yucatan,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,5,$8.52
8730,05/29/13,5509,M,M,Y,5,$130K - $150K,Guadalajara,Jalisco,Mexico,Food,Produce,Fruit,4,$2.31
8731,05/29/13,423,F,S,Y,5,$10K - $30K,Vancouver,BC,Canada,Food,Frozen Foods,Vegetables,5,$15.77
8732,05/29/13,9492,M,M,Y,5,$150K +,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,3,$6.91
8733,05/29/13,1965,F,M,Y,3,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Candles,6,$6.96
8734,05/30/13,1376,M,M,Y,5,$110K - $130K,San Andres,DF,Mexico,Food,Dairy,Dairy,3,$9.94
8735,05/30/13,4556,M,S,N,2,$30K - $50K,Salem,OR,USA,Food,Canned Foods,Canned Soup,3,$2.38
8736,05/30/13,7685,F,S,Y,2,$30K - $50K,San Andres,DF,Mexico,Drink,Beverages,Carbonated Beverages,3,$10.92
8737,05/30/13,7810,F,S,N,5,$10K - $30K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,3,$3.61
8738,05/30/13,3974,F,S,Y,2,$30K - $50K,Vancouver,BC,Canada,Food,Canned Foods,Canned Shrimp,4,$21.15
8739,05/30/13,6081,M,M,Y,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Meat,Meat,4,$14.70
8740,05/30/13,7189,F,S,Y,4,$50K - $70K,Salem,OR,USA,Food,Dairy,Dairy,4,$13.00
8741,05/30/13,3048,M,S,Y,1,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,3,$2.65
8742,05/30/13,3174,F,M,N,5,$130K - $150K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,5,$23.73
8743,05/30/13,3823,M,S,Y,2,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Vegetables,3,$12.48
8744,05/30/13,498,M,S,N,1,$50K - $70K,Merida,Yucatan,Mexico,Food,Breakfast Foods,Breakfast Foods,3,$2.51
8745,05/30/13,2647,M,S,Y,2,$50K - $70K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,6,$8.89
8746,05/30/13,9797,F,M,Y,5,$50K - $70K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,$13.47
8747,05/30/13,6829,M,S,N,0,$30K - $50K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,2,$7.56
8748,05/30/13,2507,F,S,N,4,$10K - $30K,Bremerton,WA,USA,Food,Seafood,Seafood,4,$5.85
8749,05/30/13,8915,M,S,N,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,4,$1.59
8750,05/30/13,2244,F,S,N,5,$70K - $90K,Tacoma,WA,USA,Non-Consumable,Periodicals,Magazines,6,$7.87
8751,05/30/13,3852,F,M,Y,1,$50K - $70K,San Diego,CA,USA,Food,Frozen Foods,Breakfast Foods,5,$16.24
8752,05/30/13,1770,M,S,N,5,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,5,$26.96
8753,05/30/13,2015,F,S,N,2,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Baked Goods,Bread,4,$11.09
8754,05/30/13,5869,M,S,Y,1,$130K - $150K,Salem,OR,USA,Food,Produce,Specialty,5,$8.13
8755,05/30/13,3528,F,M,Y,4,$30K - $50K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,6,$11.09
8756,05/30/13,8966,F,S,N,3,$50K - $70K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,6,$16.70
8757,05/30/13,3761,F,S,N,4,$50K - $70K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Electrical,3,$3.60
8758,05/31/13,1052,F,M,N,1,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Periodicals,Magazines,3,$9.07
8759,05/31/13,4661,F,M,Y,3,$30K - $50K,Vancouver,BC,Canada,Drink,Alcoholic Beverages,Beer and Wine,6,$13.61
8760,05/31/13,3056,F,S,N,3,$50K - $70K,Mexico City,DF,Mexico,Food,Produce,Vegetables,3,$4.14
8761,05/31/13,5909,M,S,N,1,$30K - $50K,Salem,OR,USA,Non-Consumable,Periodicals,Magazines,5,$11.32
8762,05/31/13,7569,F,M,Y,0,$30K - $50K,Salem,OR,USA,Non-Consumable,Household,Electrical,5,$7.39
8763,05/31/13,4925,F,S,Y,0,$50K - $70K,Spokane,WA,USA,Non-Consumable,Household,Electrical,2,$9.96
8764,05/31/13,3661,M,M,Y,1,$110K - $130K,Merida,Yucatan,Mexico,Food,Frozen Foods,Frozen Desserts,4,$7.59
8765,05/31/13,4499,M,M,Y,4,$130K - $150K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,5,$22.20
8766,05/31/13,521,M,M,Y,1,$30K - $50K,Portland,OR,USA,Drink,Beverages,Pure Juice Beverages,2,$7.26
8767,05/31/13,7517,M,M,N,4,$10K - $30K,Los Angeles,CA,USA,Food,Produce,Vegetables,5,$17.82
8768,05/31/13,4676,F,M,Y,0,$30K - $50K,Spokane,WA,USA,Food,Breakfast Foods,Breakfast Foods,5,$30.45
8769,05/31/13,3951,M,M,N,4,$110K - $130K,Los Angeles,CA,USA,Food,Meat,Meat,5,$13.30
8770,05/31/13,5249,F,S,N,4,$70K - $90K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,$34.68
8771,05/31/13,6560,F,S,Y,5,$70K - $90K,Tacoma,WA,USA,Food,Meat,Meat,2,$4.66
8772,05/31/13,291,M,S,Y,1,$90K - $110K,Vancouver,BC,Canada,Food,Frozen Foods,Frozen Desserts,3,$26.19
8773,05/31/13,8091,F,S,Y,4,$90K - $110K,Salem,OR,USA,Drink,Beverages,Carbonated Beverages,3,$17.62
8774,05/31/13,1424,M,M,Y,3,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,3,$6.67
8775,05/31/13,9525,M,S,N,4,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,6,$5.72
8776,05/31/13,6488,F,S,Y,1,$10K - $30K,Salem,OR,USA,Food,Produce,Vegetables,5,$23.14
8777,05/31/13,7356,F,M,N,4,$10K - $30K,Merida,Yucatan,Mexico,Drink,Beverages,Pure Juice Beverages,5,$7.78
8778,05/31/13,9421,M,S,N,3,$30K - $50K,Walla Walla,WA,USA,Food,Canned Foods,Vegetables,1,$1.08
8779,05/31/13,5877,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,6,$22.06
8780,05/31/13,789,F,M,Y,4,$50K - $70K,Hidalgo,Zacatecas,Mexico,Drink,Dairy,Dairy,4,$9.86
8781,05/31/13,5099,F,M,Y,1,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Breakfast Foods,5,$2.79
8782,05/31/13,5712,F,M,Y,2,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,4,$5.82
8783,05/31/13,1350,M,M,Y,5,$50K - $70K,Vancouver,BC,Canada,Food,Breakfast Foods,Breakfast Foods,5,$10.76
8784,05/31/13,8204,M,S,N,3,$10K - $30K,Merida,Yucatan,Mexico,Food,Frozen Foods,Pizza,4,$6.96
8785,05/31/13,8775,F,M,Y,2,$130K - $150K,Merida,Yucatan,Mexico,Drink,Dairy,Dairy,4,$22.23
8786,05/31/13,1843,M,M,Y,2,$50K - $70K,Victoria,BC,Canada,Drink,Beverages,Pure Juice Beverages,5,$13.21
8787,05/31/13,4731,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,4,$8.05
8788,05/31/13,5102,F,S,Y,0,$70K - $90K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,5,$32.00
8789,05/31/13,8710,M,M,N,5,$30K - $50K,Merida,Yucatan,Mexico,Food,Breakfast Foods,Breakfast Foods,3,$7.42
8790,06/01/13,2646,F,M,Y,2,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Produce,Fruit,4,$13.95
8791,06/01/13,6265,F,S,N,2,$10K - $30K,Yakima,WA,USA,Drink,Beverages,Carbonated Beverages,6,$21.02
8792,06/01/13,4150,M,M,Y,3,$30K - $50K,Camacho,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,3,$7.06
8793,06/01/13,9037,F,M,Y,1,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Baking Goods,Jams and Jellies,4,$25.02
8794,06/01/13,6669,M,M,Y,4,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Baking Goods,4,$10.16
8795,06/01/13,133,M,M,Y,1,$30K - $50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,$16.13
8796,06/01/13,6912,F,M,Y,5,$10K - $30K,Spokane,WA,USA,Drink,Beverages,Hot Beverages,5,$26.41
8797,06/01/13,9134,M,M,Y,5,$70K - $90K,Yakima,WA,USA,Food,Snack Foods,Snack Foods,4,$22.62
8798,06/01/13,1850,M,S,Y,1,$130K - $150K,Spokane,WA,USA,Food,Baking Goods,Jams and Jellies,3,$8.91
8799,06/01/13,2176,F,M,Y,5,$10K - $30K,San Andres,DF,Mexico,Non-Consumable,Household,Plastic Products,4,$10.40
8800,06/01/13,6912,F,M,Y,5,$10K - $30K,Spokane,WA,USA,Food,Produce,Fruit,6,$3.17
8801,06/01/13,1871,F,M,N,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Snacks,Candy,5,$23.85
8802,06/01/13,7454,M,M,Y,2,$10K - $30K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Bathroom Products,5,$31.06
8803,06/01/13,8380,M,S,N,2,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Vegetables,4,$6.79
8804,06/01/13,4936,M,S,Y,2,$70K - $90K,San Andres,DF,Mexico,Food,Dairy,Dairy,3,$2.14
8805,06/01/13,2513,M,S,N,2,$30K - $50K,Portland,OR,USA,Food,Baking Goods,Baking Goods,4,$3.20
8806,06/01/13,1556,F,M,Y,3,$50K - $70K,Tacoma,WA,USA,Food,Deli,Meat,4,$3.46
8807,06/01/13,5844,M,S,Y,4,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,4,$10.30
8808,06/01/13,4731,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Eggs,Eggs,4,$24.58
8809,06/01/13,4635,M,M,N,4,$30K - $50K,San Diego,CA,USA,Food,Canned Foods,Vegetables,5,$24.15
8810,06/01/13,9574,F,M,Y,4,$10K - $30K,Acapulco,Guerrero,Mexico,Non-Consumable,Household,Electrical,5,$27.14
8811,06/01/13,993,M,M,Y,3,$70K - $90K,Salem,OR,USA,Food,Eggs,Eggs,2,$6.39
8812,06/01/13,1395,M,S,Y,1,$10K - $30K,Vancouver,BC,Canada,Food,Starchy Foods,Starchy Foods,3,$16.53
8813,06/01/13,4761,F,M,Y,2,$10K - $30K,Merida,Yucatan,Mexico,Drink,Beverages,Drinks,5,$14.77
8814,06/01/13,467,F,S,N,1,$10K - $30K,Salem,OR,USA,Food,Dairy,Dairy,5,$18.96
8815,06/01/13,3308,M,M,Y,1,$150K +,Salem,OR,USA,Food,Snack Foods,Snack Foods,4,$18.62
8816,06/02/13,4541,F,M,Y,1,$50K - $70K,Bremerton,WA,USA,Food,Frozen Foods,Vegetables,5,$17.57
8817,06/02/13,3528,F,M,Y,4,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,3,$11.36
8818,06/02/13,4877,M,M,Y,4,$30K - $50K,Seattle,WA,USA,Food,Dairy,Dairy,5,$12.05
8819,06/02/13,8853,F,M,Y,4,$70K - $90K,Seattle,WA,USA,Food,Snacks,Candy,2,$3.50
8820,06/02/13,3903,F,S,Y,1,$30K - $50K,Beverly Hills,CA,USA,Food,Canned Foods,Canned Soup,4,$3.78
8821,06/02/13,7731,F,M,N,5,$10K - $30K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,6,$19.68
8822,06/02/13,5125,F,S,N,2,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Carousel,Specialty,3,$20.70
8823,06/02/13,9143,F,M,Y,5,$50K - $70K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,4,$31.77
8824,06/02/13,7472,M,M,Y,0,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,5,$8.76
8825,06/02/13,7946,F,M,Y,1,$90K - $110K,Camacho,Zacatecas,Mexico,Food,Dairy,Dairy,6,$7.34
8826,06/02/13,2553,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Food,Meat,Meat,2,$8.79
8827,06/02/13,1965,F,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,$29.35
8828,06/02/13,8,M,M,Y,2,$50K - $70K,San Andres,DF,Mexico,Non-Consumable,Household,Paper Products,4,$8.54
8829,06/02/13,4346,M,S,N,1,$30K - $50K,Vancouver,BC,Canada,Non-Consumable,Household,Cleaning Supplies,6,$19.97
8830,06/02/13,6681,M,M,Y,3,$90K - $110K,Tacoma,WA,USA,Food,Deli,Meat,4,$24.10
8831,06/02/13,6013,M,M,Y,1,$10K - $30K,Walla Walla,WA,USA,Food,Dairy,Dairy,3,$5.63
8832,06/02/13,4271,M,M,N,0,$50K - $70K,San Andres,DF,Mexico,Food,Produce,Vegetables,4,$17.52
8833,06/02/13,7886,M,S,N,1,$50K - $70K,Vancouver,BC,Canada,Drink,Beverages,Carbonated Beverages,5,$2.64
8834,06/02/13,850,M,M,N,2,$90K - $110K,Hidalgo,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,5,$5.46
8835,06/02/13,1050,F,S,Y,1,$90K - $110K,Merida,Yucatan,Mexico,Food,Baking Goods,Baking Goods,4,$26.75
8836,06/02/13,8710,M,M,N,5,$30K - $50K,Merida,Yucatan,Mexico,Food,Snacks,Candy,4,$12.45
8837,06/03/13,6494,M,S,N,1,$30K - $50K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,$19.87
8838,06/03/13,568,M,S,N,1,$30K - $50K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,4,$10.86
8839,06/03/13,7364,M,S,N,3,$30K - $50K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,3,$23.34
8840,06/03/13,3338,M,S,N,4,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Fruit,4,$19.80
8841,06/03/13,1124,M,S,Y,3,$70K - $90K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,6,$14.24
8842,06/03/13,808,M,S,N,1,$70K - $90K,Seattle,WA,USA,Non-Consumable,Household,Electrical,5,$15.15
8843,06/03/13,8548,M,S,Y,2,$30K - $50K,San Andres,DF,Mexico,Food,Dairy,Dairy,5,$17.70
8844,06/03/13,400,F,M,Y,1,$50K - $70K,Yakima,WA,USA,Food,Deli,Meat,4,$27.03
8845,06/03/13,8510,F,M,Y,3,$30K - $50K,San Andres,DF,Mexico,Food,Deli,Meat,5,$10.08
8846,06/03/13,478,F,M,Y,5,$50K - $70K,San Diego,CA,USA,Food,Frozen Foods,Frozen Desserts,3,$5.99
8847,06/03/13,7675,M,S,N,5,$10K - $30K,Victoria,BC,Canada,Non-Consumable,Health and Hygiene,Bathroom Products,6,$14.40
8848,06/03/13,6272,F,S,Y,0,$110K - $130K,Vancouver,BC,Canada,Food,Canned Foods,Canned Soup,3,$5.38
8849,06/03/13,6950,F,S,N,4,$30K - $50K,San Andres,DF,Mexico,Food,Canned Foods,Canned Soup,5,$8.58
8850,06/03/13,4198,F,M,Y,5,$70K - $90K,Orizaba,Veracruz,Mexico,Food,Snack Foods,Snack Foods,4,$16.68
8851,06/03/13,6804,M,S,Y,2,$30K - $50K,San Andres,DF,Mexico,Food,Dairy,Dairy,2,$3.67
8852,06/03/13,1005,M,S,Y,2,$10K - $30K,Bremerton,WA,USA,Non-Consumable,Carousel,Specialty,6,$22.08
8853,06/03/13,3090,F,S,N,4,$30K - $50K,Vancouver,BC,Canada,Food,Frozen Foods,Breakfast Foods,5,$9.45
8854,06/03/13,3552,F,S,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Deli,Meat,5,$6.70
8855,06/03/13,5148,F,S,Y,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Starchy Foods,Starchy Foods,3,$6.96
8856,06/03/13,7693,M,M,Y,4,$10K - $30K,San Andres,DF,Mexico,Food,Canned Foods,Canned Anchovies,4,$8.21
8857,06/03/13,5593,M,S,N,4,$30K - $50K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,6,$8.58
8858,06/03/13,71,M,S,N,5,$10K - $30K,Acapulco,Guerrero,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,$12.68
8859,06/03/13,2998,M,M,Y,4,$130K - $150K,Merida,Yucatan,Mexico,Food,Baked Goods,Bread,6,$17.95
8860,06/03/13,6034,M,S,N,3,$30K - $50K,Merida,Yucatan,Mexico,Food,Canned Foods,Canned Soup,3,$4.43
8861,06/03/13,6010,M,S,N,1,$50K - $70K,Mexico City,DF,Mexico,Food,Produce,Fruit,4,$23.27
8862,06/03/13,9791,F,S,Y,0,$10K - $30K,Seattle,WA,USA,Food,Frozen Foods,Breakfast Foods,2,$2.96
8863,06/04/13,5271,M,S,N,1,$50K - $70K,Seattle,WA,USA,Drink,Beverages,Pure Juice Beverages,2,$2.52
8864,06/04/13,5877,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Decongestants,4,$19.70
8865,06/04/13,7033,F,M,N,1,$50K - $70K,Beverly Hills,CA,USA,Food,Baking Goods,Jams and Jellies,5,$9.36
8866,06/04/13,1124,M,S,Y,3,$70K - $90K,Bremerton,WA,USA,Food,Starchy Foods,Starchy Foods,6,$7.37
8867,06/04/13,5746,F,S,Y,4,$70K - $90K,Seattle,WA,USA,Food,Produce,Fruit,6,$5.86
8868,06/04/13,8892,M,S,Y,1,$50K - $70K,Salem,OR,USA,Non-Consumable,Household,Electrical,3,$2.55
8869,06/04/13,9527,F,S,N,1,$70K - $90K,Los Angeles,CA,USA,Food,Dairy,Dairy,2,$15.05
8870,06/04/13,4878,F,S,N,2,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Pizza,3,$13.02
8871,06/04/13,4848,F,M,Y,4,$30K - $50K,Seattle,WA,USA,Food,Produce,Specialty,3,$5.54
8872,06/04/13,1598,M,M,Y,0,$10K - $30K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,5,$16.19
8873,06/04/13,7336,M,S,Y,1,$50K - $70K,Bellingham,WA,USA,Food,Snack Foods,Snack Foods,2,$2.08
8874,06/04/13,4742,M,S,N,3,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,$13.10
8875,06/04/13,8564,F,M,Y,1,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,4,$7.80
8876,06/04/13,2947,F,M,Y,1,$70K - $90K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,$16.92
8877,06/04/13,7683,F,M,Y,0,$50K - $70K,Walla Walla,WA,USA,Food,Breakfast Foods,Breakfast Foods,1,$9.45
8878,06/04/13,9262,M,M,Y,3,$50K - $70K,Merida,Yucatan,Mexico,Drink,Dairy,Dairy,3,$16.75
8879,06/04/13,7182,F,S,Y,1,$10K - $30K,Salem,OR,USA,Food,Snack Foods,Snack Foods,3,$12.23
8880,06/04/13,3269,M,M,Y,4,$10K - $30K,San Andres,DF,Mexico,Drink,Alcoholic Beverages,Beer and Wine,5,$8.65
8881,06/04/13,4467,M,S,N,0,$30K - $50K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,2,$2.97
8882,06/04/13,1957,M,M,Y,2,$130K - $150K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,4,$10.66
8883,06/04/13,7147,F,S,Y,0,$30K - $50K,Bellingham,WA,USA,Food,Snack Foods,Snack Foods,2,$14.20
8884,06/04/13,1503,F,S,N,1,$30K - $50K,Bellingham,WA,USA,Non-Consumable,Carousel,Specialty,2,$8.00
8885,06/04/13,4691,F,S,N,2,$90K - $110K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,3,$5.78
8886,06/04/13,4485,F,S,Y,3,$70K - $90K,Orizaba,Veracruz,Mexico,Food,Produce,Fruit,3,$15.71
8887,06/04/13,210,F,M,N,1,$70K - $90K,Vancouver,BC,Canada,Non-Consumable,Household,Paper Products,2,$6.53
8888,06/04/13,5071,F,M,Y,1,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Snacks,Candy,3,$10.02
8889,06/05/13,2070,F,M,Y,4,$70K - $90K,San Andres,DF,Mexico,Non-Consumable,Household,Electrical,5,$16.93
8890,06/05/13,5424,F,S,N,4,$30K - $50K,Victoria,BC,Canada,Food,Produce,Fruit,6,$19.26
8891,06/05/13,7164,M,M,Y,2,$50K - $70K,Vancouver,BC,Canada,Food,Produce,Vegetables,6,$19.44
8892,06/05/13,7882,M,M,N,2,$30K - $50K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,4,$5.40
8893,06/05/13,8298,M,S,Y,2,$70K - $90K,Salem,OR,USA,Food,Produce,Packaged Vegetables,6,$12.69
8894,06/05/13,1390,F,S,Y,1,$130K - $150K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Frozen Desserts,4,$7.62
8895,06/05/13,3864,M,S,N,3,$70K - $90K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,4,$13.54
8896,06/05/13,6791,M,S,Y,0,$50K - $70K,Victoria,BC,Canada,Food,Canned Foods,Vegetables,3,$16.02
8897,06/05/13,4727,F,M,Y,4,$150K +,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,4,$4.76
8898,06/05/13,9533,F,M,Y,5,$30K - $50K,San Diego,CA,USA,Drink,Beverages,Drinks,8,$28.97
8899,06/05/13,1174,M,S,Y,5,$110K - $130K,Acapulco,Guerrero,Mexico,Drink,Beverages,Pure Juice Beverages,3,$11.74
8900,06/05/13,2023,F,M,Y,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Baking Goods,3,$13.65
8901,06/05/13,8063,F,S,Y,5,$10K - $30K,Portland,OR,USA,Food,Baking Goods,Baking Goods,5,$10.80
8902,06/05/13,5971,F,S,N,2,$30K - $50K,Tacoma,WA,USA,Food,Dairy,Dairy,6,$5.83
8903,06/05/13,1300,M,M,Y,0,$30K - $50K,San Francisco,CA,USA,Food,Snacks,Candy,3,$0.73
8904,06/05/13,4284,F,M,Y,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Deli,Meat,4,$23.81
8905,06/05/13,6508,M,M,Y,0,$70K - $90K,Victoria,BC,Canada,Non-Consumable,Health and Hygiene,Bathroom Products,5,$9.51
8906,06/05/13,6968,M,M,N,2,$10K - $30K,Acapulco,Guerrero,Mexico,Non-Consumable,Household,Plastic Products,4,$14.50
8907,06/05/13,6107,F,M,Y,5,$50K - $70K,Bremerton,WA,USA,Non-Consumable,Periodicals,Magazines,3,$17.10
8908,06/05/13,6804,M,S,Y,2,$30K - $50K,San Andres,DF,Mexico,Food,Baked Goods,Bread,2,$8.49
8909,06/05/13,1759,F,M,Y,0,$10K - $30K,Beverly Hills,CA,USA,Food,Frozen Foods,Frozen Desserts,4,$6.34
8910,06/05/13,7857,F,S,Y,3,$30K - $50K,Seattle,WA,USA,Non-Consumable,Household,Hardware,6,$19.65
8911,06/05/13,8618,M,M,Y,1,$30K - $50K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,3,$11.93
8912,06/05/13,6948,M,S,N,4,$10K - $30K,San Diego,CA,USA,Non-Consumable,Household,Hardware,5,$38.88
8913,06/05/13,5959,M,M,Y,3,$10K - $30K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Hygiene,4,$18.15
8914,06/05/13,2614,M,M,N,3,$10K - $30K,Salem,OR,USA,Food,Baked Goods,Bread,6,$21.53
8915,06/05/13,1568,M,M,N,0,$70K - $90K,Vancouver,BC,Canada,Food,Canned Foods,Vegetables,3,$13.86
8916,06/06/13,3194,M,M,Y,1,$70K - $90K,Los Angeles,CA,USA,Food,Baking Goods,Jams and Jellies,6,$11.40
8917,06/06/13,7882,M,M,N,2,$30K - $50K,Salem,OR,USA,Food,Baking Goods,Baking Goods,4,$21.84
8918,06/06/13,8919,M,S,Y,4,$130K - $150K,Salem,OR,USA,Food,Produce,Vegetables,4,$4.34
8919,06/06/13,5536,F,S,Y,0,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Frozen Desserts,5,$4.75
8920,06/06/13,5578,F,S,N,5,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Starchy Foods,Starchy Foods,4,$39.52
8921,06/06/13,7113,F,S,N,1,$70K - $90K,San Andres,DF,Mexico,Drink,Dairy,Dairy,5,$8.00
8922,06/06/13,9016,M,M,Y,2,$50K - $70K,Yakima,WA,USA,Food,Produce,Fruit,4,$12.60
8923,06/06/13,6780,M,M,Y,3,$90K - $110K,Mexico City,DF,Mexico,Food,Canned Foods,Canned Tuna,4,$13.02
8924,06/06/13,1430,M,S,Y,2,$30K - $50K,Bremerton,WA,USA,Food,Frozen Foods,Breakfast Foods,5,$3.21
8925,06/06/13,4419,M,S,Y,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,$15.51
8926,06/06/13,5348,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Eggs,Eggs,3,$6.58
8927,06/06/13,4727,F,M,Y,4,$150K +,Spokane,WA,USA,Food,Frozen Foods,Frozen Entrees,3,$15.83
8928,06/06/13,5984,M,S,Y,1,$130K - $150K,Tacoma,WA,USA,Drink,Dairy,Dairy,5,$4.58
8929,06/06/13,9868,F,M,N,1,$70K - $90K,Hidalgo,Zacatecas,Mexico,Drink,Beverages,Drinks,4,$11.81
8930,06/06/13,4676,F,M,Y,0,$30K - $50K,Spokane,WA,USA,Food,Produce,Vegetables,5,$22.43
8931,06/06/13,566,M,S,N,5,$10K - $30K,Walla Walla,WA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,4,$13.02
8932,06/06/13,2759,M,M,N,4,$30K - $50K,Bellingham,WA,USA,Food,Produce,Fruit,2,$14.40
8933,06/06/13,9391,F,S,Y,1,$70K - $90K,Portland,OR,USA,Food,Snack Foods,Snack Foods,4,$8.32
8934,06/06/13,1135,F,M,Y,2,$30K - $50K,San Andres,DF,Mexico,Non-Consumable,Household,Kitchen Products,4,$4.37
8935,06/06/13,9820,F,S,N,3,$50K - $70K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Electrical,3,$5.82
8936,06/06/13,5590,M,M,N,5,$110K - $130K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,5,$2.88
8937,06/06/13,9366,M,M,Y,0,$110K - $130K,Tacoma,WA,USA,Drink,Beverages,Pure Juice Beverages,4,$2.81
8938,06/06/13,3397,F,S,Y,2,$30K - $50K,Tacoma,WA,USA,Food,Deli,Meat,5,$19.73
8939,06/06/13,8242,M,M,Y,4,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,5,$17.93
8940,06/06/13,179,M,S,Y,1,$130K - $150K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,$7.87
